Date,Campaign name,Adset name (optional),Spends,Impressions,clicks,Check
2024-05-30,,Interest & KW - NL,0.00,2,0,
2024-05-31,,Interest & KW - NL,0.00,1,0,
2024-06-01,,Interest & KW - NL,0.00,1,0,
2024-06-03,,Interest & KW - NL,0.00,1,0,
2024-06-05,,Interest & KW - NL,0.00,4,0,
2024-06-06,,Interest & KW - NL,0.00,6,0,
2024-06-07,,Interest & KW - NL,0.00,1,0,
2024-06-08,,Interest & KW - NL,0.00,2,0,
2024-06-10,,Interest & KW - NL,0.00,4,0,
2024-06-12,,Interest & KW - NL,0.00,5,0,
2024-06-13,,Interest & KW - NL,0.00,2,0,
2024-06-14,,Interest & KW - NL,0.00,2,0,
2024-06-16,,Interest & KW - NL,0.00,5,0,
2024-06-17,,Interest & KW - NL,0.00,8,0,
2024-06-18,,Interest & KW - NL,0.00,1,0,
2024-06-19,,Interest & KW - NL,0.00,5,0,
2024-06-20,,Interest & KW - NL,0.00,5,0,
2024-06-21,,Interest & KW - NL,0.00,3,0,
2024-06-22,,Interest & KW - NL,0.00,2,0,
2024-06-23,,Interest & KW - NL,0.00,8,0,
2024-06-24,,Interest & KW - NL,0.00,2,0,
2024-06-25,,Interest & KW - NL,0.00,5,0,
2024-06-26,,Interest & KW - NL,0.00,3,0,
2024-06-27,,Interest & KW - NL,0.00,1,0,
2024-06-28,,Interest & KW - NL,0.00,2,0,
2024-06-29,,Interest & KW - NL,0.00,1,0,
2024-06-30,,Interest & KW - NL,0.00,7,0,
2023-10-01,,Interest & KW - Men - NL,0.00,4,0,
2023-10-02,,Interest & KW - Men - NL,0.00,2,0,
2023-10-03,,Interest & KW - Men - NL,0.00,5,0,
2023-10-04,,Interest & KW - Men - NL,0.00,5,0,
2023-10-05,,Interest & KW - Men - NL,0.00,4,0,
2023-10-06,,Interest & KW - Men - NL,0.00,2,0,
2023-10-08,,Interest & KW - Men - NL,0.00,8,0,
2023-10-09,,Interest & KW - Men - NL,0.00,2,0,
2023-10-10,,Interest & KW - Men - NL,0.00,2,0,
2023-10-11,,Interest & KW - Men - NL,0.00,1,0,
2023-10-14,,Interest & KW - Men - NL,0.00,1,0,
2023-10-20,,Interest & KW - Men - NL,0.00,1,0,
2023-10-21,,Interest & KW - Men - NL,0.00,1,0,
2023-10-22,,Interest & KW - Men - NL,0.00,1,0,
2023-10-23,,Interest & KW - Men - NL,0.00,3,0,
2023-10-24,,Interest & KW - Men - NL,0.00,1,0,
2023-10-25,,Interest & KW - Men - NL,0.00,1,0,
2023-10-27,,Interest & KW - Men - NL,0.00,1,0,
2023-10-31,,Interest & KW - Men - NL,0.00,1,0,
